actual_label,predicted_label,reconstruction_error,flagged_as_anomaly
normal,ipsweep,0.11360644,1
normal,normal,0.018767871,0
neptune,neptune,0.5988834,1
normal,normal,0.0037662678,0
normal,normal,0.0026767717,0
normal,normal,0.007153675,0
neptune,neptune,0.63117206,1
ipsweep,ipsweep,0.2250833,1
normal,normal,0.00035832764,0
normal,warezclient,0.16509111,1
normal,satan,0.12143651,1
neptune,neptune,0.60118943,1
normal,normal,0.0035202561,0
back,normal,0.031744424,0
normal,normal,0.0007799863,0
normal,normal,0.0034165978,0
neptune,neptune,0.65527,1
neptune,neptune,0.32390618,1
guess_passwd,guess_passwd,13.247389,1
neptune,neptune,0.35238665,1
normal,normal,0.008558096,0
normal,normal,0.002802575,0
neptune,neptune,0.5955674,1
neptune,neptune,0.38499787,1
normal,normal,0.006765399,0
neptune,neptune,0.60483575,1
normal,normal,0.004691152,0
neptune,neptune,0.55843717,1
normal,normal,0.017544204,0
ipsweep,ipsweep,0.36230776,1
normal,normal,0.001015792,0
portsweep,portsweep,0.66796756,1
neptune,neptune,0.723493,1
portsweep,portsweep,0.24464607,1
normal,normal,0.0010229064,0
smurf,normal,0.030989194,0
neptune,neptune,0.45424536,1
normal,normal,0.010910066,0
normal,normal,0.021592904,0
normal,normal,0.0018437691,0
normal,normal,0.0052636582,0
neptune,neptune,0.41735333,1
neptune,neptune,0.5286412,1
normal,normal,0.015438083,0
normal,normal,0.019021071,0
neptune,neptune,0.32176226,1
normal,normal,0.0009474455,0
neptune,neptune,0.26698342,1
normal,normal,0.009375702,0
satan,satan,0.28851435,1
neptune,neptune,0.55028427,1
normal,normal,0.0024590387,0
normal,normal,0.059250493,0
portsweep,portsweep,0.172229,1
neptune,neptune,0.5279839,1
neptune,neptune,0.33956054,1
neptune,neptune,0.58322674,1
neptune,neptune,0.5991419,1
normal,normal,0.020659743,0
nmap,nmap,0.13498865,1
normal,normal,0.035419274,0
normal,normal,0.0004951085,0
neptune,neptune,0.48179194,1
neptune,neptune,0.64349914,1
neptune,neptune,0.30206543,1
neptune,neptune,0.7479062,1
normal,normal,0.0010376883,0
normal,normal,0.032195456,0
neptune,neptune,0.5266285,1
ipsweep,ipsweep,0.32685643,1
normal,normal,0.003917992,0
normal,normal,0.015165552,0
satan,satan,0.08980683,1
neptune,neptune,0.5763649,1
neptune,neptune,0.57154244,1
normal,normal,0.0048383265,0
satan,satan,0.20532246,1
normal,normal,0.00083759025,0
portsweep,portsweep,0.17555448,1
normal,normal,0.00059354934,0
normal,normal,0.0021116314,0
normal,normal,0.00057435257,0
normal,normal,0.0005369029,0
normal,normal,0.0029949304,0
neptune,neptune,0.63798696,1
neptune,neptune,0.649744,1
normal,normal,0.013397317,0
neptune,neptune,0.60480607,1
normal,normal,0.0026491557,0
neptune,neptune,0.65240276,1
neptune,neptune,0.7199548,1
satan,normal,0.056250013,0
neptune,neptune,0.5861088,1
normal,normal,0.059575364,0
neptune,neptune,0.4111446,1
neptune,neptune,0.66542333,1
ipsweep,ipsweep,0.21491492,1
neptune,neptune,0.70072883,1
normal,normal,0.006711562,0
normal,normal,0.005230969,0
normal,normal,0.0047016586,0
neptune,neptune,0.7283193,1
normal,normal,0.012806797,0
normal,normal,0.006225129,0
normal,normal,0.009070444,0
neptune,neptune,0.6931138,1
normal,normal,0.010099487,0
normal,normal,0.0025896244,0
normal,normal,0.00047941343,0
normal,normal,0.0013418356,0
normal,spy,0.11923544,1
neptune,neptune,0.4098936,1
ipsweep,ipsweep,0.44368306,1
teardrop,teardrop,3.7000957,1
normal,normal,0.048146047,0
normal,normal,0.0045579807,0
neptune,neptune,0.67699766,1
neptune,neptune,0.6458925,1
neptune,neptune,0.3282794,1
neptune,neptune,0.56925035,1
normal,back,0.119747475,1
neptune,neptune,0.7164664,1
ipsweep,ipsweep,1.0857548,1
normal,normal,0.0013546891,0
normal,normal,0.021169737,0
normal,normal,0.0033771591,0
neptune,neptune,0.5400618,1
normal,normal,0.005681593,0
warezclient,warezclient,0.2871767,1
normal,normal,0.0025049248,0
normal,normal,0.0014300983,0
normal,normal,0.004648664,0
satan,satan,1.5406119,1
neptune,neptune,0.7161155,1
neptune,neptune,0.70856905,1
ipsweep,ipsweep,0.2601613,1
neptune,neptune,0.61792195,1
neptune,neptune,0.72398716,1
normal,normal,0.0152206,0
nmap,nmap,0.1343449,1
neptune,neptune,0.53856677,1
normal,normal,0.0013546797,0
neptune,neptune,0.6955626,1
neptune,neptune,0.34439087,1
back,normal,0.052594952,0
normal,normal,0.0025479305,0
neptune,neptune,0.69924283,1
neptune,neptune,0.58448315,1
neptune,neptune,0.35928258,1
neptune,neptune,0.57239515,1
ipsweep,ipsweep,0.30247554,1
neptune,neptune,0.58856136,1
normal,normal,0.060430378,0
neptune,neptune,0.6046357,1
normal,ipsweep,0.0708266,1
normal,normal,0.0065718703,0
neptune,neptune,0.73426366,1
neptune,neptune,0.736036,1
normal,normal,0.012339115,0
normal,normal,0.0018465666,0
normal,normal,0.03025389,0
normal,normal,0.006612215,0
normal,normal,0.022266554,0
neptune,neptune,0.65989244,1
neptune,neptune,0.46537927,1
neptune,neptune,0.5700195,1
normal,normal,0.000402681,0
neptune,neptune,0.66200995,1
normal,normal,0.00053689256,0
satan,satan,0.7825796,1
normal,normal,0.0014169782,0
normal,normal,0.017513163,0
neptune,neptune,0.7167846,1
normal,normal,0.0021163314,0
normal,normal,0.0005368824,0
neptune,neptune,0.42043927,1
normal,normal,0.008957269,0
neptune,neptune,0.40487537,1
normal,normal,0.0010258541,0
neptune,neptune,0.5368676,1
normal,normal,0.0074943784,0
normal,normal,0.04873081,0
neptune,neptune,0.54354554,1
normal,normal,0.033054594,0
normal,normal,0.00066784,0
ipsweep,ipsweep,0.27553016,1
normal,normal,0.008820941,0
neptune,neptune,0.5909096,1
neptune,neptune,0.66310453,1
normal,normal,0.0025044624,0
neptune,neptune,0.6996184,1
normal,normal,0.026479736,0
normal,portsweep,0.14691369,1
neptune,neptune,0.6326524,1
neptune,neptune,0.58601314,1
normal,normal,0.0032515873,0
neptune,neptune,0.50942343,1
neptune,neptune,0.6838564,1
normal,normal,0.0052002687,0
neptune,neptune,0.2667795,1
neptune,neptune,0.48078522,1
neptune,neptune,0.6868758,1
portsweep,portsweep,0.38800976,1
normal,normal,0.0006403802,0
normal,normal,0.006635084,0
normal,normal,0.0071761026,0
normal,normal,0.004834804,0
normal,warezclient,0.07190679,1
ipsweep,ipsweep,0.4793969,1
normal,normal,0.030739412,0
neptune,neptune,0.7448876,1
normal,normal,0.00051059,0
neptune,neptune,0.6979293,1
neptune,neptune,0.4645299,1
normal,normal,0.0005669397,0
land,neptune,43.525497,1
back,normal,0.022102708,0
neptune,neptune,0.6675858,1
neptune,neptune,0.52141845,1
normal,normal,0.0049257786,0
normal,normal,0.04495771,0
neptune,neptune,0.727533,1
neptune,neptune,0.6538124,1
normal,normal,0.0013360508,0
normal,normal,0.00093718903,0
normal,normal,0.0035250795,0
normal,normal,0.014370306,0
neptune,neptune,0.541414,1
normal,normal,0.008817685,0
ipsweep,ipsweep,0.30172554,1
neptune,neptune,0.736683,1
normal,normal,0.008082334,0
normal,normal,0.00079190306,0
smurf,smurf,0.5025955,1
normal,normal,0.0013310947,0
normal,normal,0.0046401345,0
normal,normal,0.0073199053,0
normal,normal,0.0004890782,0
neptune,neptune,0.7061815,1
normal,buffer_overflow,0.2578227,1
ipsweep,ipsweep,0.29733193,1
normal,normal,0.0014062257,0
normal,normal,0.0019252739,0
normal,normal,0.017023336,0
warezclient,normal,0.025337148,0
normal,normal,0.013957648,0
normal,normal,0.0073833754,0
normal,normal,0.00083759095,0
normal,normal,0.013383955,0
neptune,neptune,0.71994084,1
neptune,neptune,0.6523922,1
normal,normal,0.0064097196,0
portsweep,portsweep,0.6148486,1
nmap,nmap,0.1419952,1
normal,normal,0.021817014,0
neptune,neptune,0.49347597,1
neptune,neptune,0.6914248,1
perl,perl,19.36576,1
normal,normal,0.0029319671,0
normal,normal,0.011503972,0
normal,normal,0.00091909274,0
normal,normal,0.003318007,0
normal,normal,0.0052088867,0
neptune,neptune,0.5891979,1
neptune,neptune,0.70432955,1
normal,normal,0.024333747,0
normal,normal,0.0007910028,0
ipsweep,ipsweep,0.3185875,1
normal,normal,0.0026335826,0
normal,normal,0.0036620062,0
normal,normal,0.0005355364,0
normal,normal,0.009509641,0
normal,normal,0.0005615193,0
neptune,neptune,0.703825,1
neptune,neptune,0.7087612,1
normal,normal,0.0018004557,0
portsweep,portsweep,0.4151216,1
neptune,neptune,0.65428907,1
neptune,neptune,0.6375151,1
neptune,neptune,0.32801318,1
ipsweep,ipsweep,0.28373614,1
normal,normal,0.005852248,0
normal,normal,0.0014768499,0
normal,normal,0.0005967281,0
normal,normal,0.0042278287,0
teardrop,teardrop,3.7215319,1
normal,normal,0.015762959,0
normal,normal,0.038763702,0
neptune,neptune,0.67112774,1
normal,normal,0.009682401,0
neptune,neptune,0.6940474,1
normal,normal,0.0059737503,0
normal,normal,0.0018581181,0
neptune,neptune,0.73853606,1
normal,portsweep,0.21220218,1
satan,satan,1.5946869,1
normal,normal,0.0018696132,0
neptune,neptune,0.6885621,1
normal,normal,0.04431295,0
normal,normal,0.0018735253,0
neptune,neptune,0.5248928,1
normal,normal,0.00089757517,0
neptune,neptune,0.5840828,1
normal,normal,0.0011299892,0
neptune,neptune,0.676785,1
neptune,neptune,0.543132,1
normal,normal,0.007979252,0
normal,normal,0.0013142457,0
neptune,neptune,0.63467675,1
pod,pod,0.4429091,1
neptune,neptune,0.40621325,1
neptune,neptune,0.635853,1
normal,normal,0.0012987489,0
ipsweep,ipsweep,0.30325356,1
neptune,neptune,0.51395303,1
normal,normal,0.04329215,0
ipsweep,ipsweep,0.25905642,1
normal,normal,0.0005980132,0
normal,normal,0.002744781,0
normal,normal,0.006181638,0
normal,normal,0.00056694524,0
normal,normal,0.010924923,0
normal,normal,0.0021416687,0
neptune,neptune,0.7477669,1
portsweep,portsweep,0.42518184,1
normal,normal,0.039604932,0
normal,normal,0.013568014,0
normal,normal,0.00046166303,0
nmap,nmap,0.58262473,1
normal,normal,0.0003665803,0
normal,normal,0.0046568066,0
normal,nmap,0.11210223,1
neptune,neptune,0.61265033,1
neptune,neptune,0.7119561,1
neptune,neptune,0.6976512,1
normal,normal,0.03352733,0
normal,normal,0.0050421986,0
normal,normal,0.0018712735,0
normal,ipsweep,0.18883573,1
neptune,neptune,0.66849506,1
normal,warezclient,0.31623244,1
normal,normal,0.0072891735,0
normal,normal,0.0009599879,0
portsweep,portsweep,1.6497024,1
neptune,neptune,0.5959068,1
normal,normal,0.00075804617,0
normal,normal,0.009129974,0
normal,normal,0.0055835284,0
neptune,neptune,0.6915253,1
smurf,smurf,0.70017636,1
normal,normal,0.007659055,0
neptune,neptune,0.59414566,1
warezclient,normal,0.029767077,0
normal,normal,0.0088394005,0
normal,normal,0.0019348991,0
neptune,neptune,0.50830007,1
neptune,neptune,0.5932742,1
normal,normal,0.004471746,0
neptune,neptune,0.321278,1
satan,satan,1.535967,1
normal,normal,0.034283765,0
normal,normal,0.009492216,0
normal,normal,0.0013985474,0
normal,normal,0.0018960757,0
normal,normal,0.004447979,0
normal,normal,0.0007963758,0
smurf,normal,0.010819229,0
teardrop,teardrop,3.708381,1
normal,normal,0.0008185731,0
normal,normal,0.00096793426,0
neptune,neptune,0.7348631,1
nmap,nmap,0.15165961,1
normal,normal,0.00081169046,0
ipsweep,ipsweep,0.27547827,1
normal,normal,0.00074014487,0
warezclient,normal,0.045260023,0
neptune,neptune,0.4862145,1
satan,satan,0.10025165,1
neptune,neptune,0.6360952,1
normal,neptune,0.067816585,1
normal,neptune,0.28389904,1
satan,satan,1.4261051,1
normal,imap,0.3148432,1
neptune,neptune,0.6154708,1
normal,normal,0.01049559,0
normal,normal,0.0014768526,0
normal,normal,0.0043333913,0
neptune,neptune,0.5766807,1
normal,warezclient,0.116569206,1
normal,normal,0.0008000894,0
neptune,neptune,0.6049114,1
neptune,neptune,0.5915533,1
normal,normal,0.001588064,0
portsweep,portsweep,0.89702487,1
normal,normal,0.000592162,0
normal,normal,0.02273105,0
neptune,neptune,0.5233598,1
normal,normal,0.0022979174,0
normal,normal,0.0030742805,0
normal,normal,0.02991823,0
neptune,neptune,0.7119007,1
normal,normal,0.0009325569,0
satan,satan,1.5394152,1
neptune,neptune,0.6517885,1
neptune,neptune,0.62663805,1
normal,normal,0.0035073075,0
normal,normal,0.009262919,0
normal,normal,0.049337424,0
normal,normal,0.00074024923,0
neptune,neptune,0.3278393,1
neptune,neptune,0.4403138,1
smurf,smurf,0.18478379,1
normal,normal,0.0007337973,0
normal,normal,0.030929854,0
normal,normal,0.0071935095,0
normal,normal,0.0052467454,0
neptune,neptune,0.5419161,1
normal,normal,0.005939075,0
normal,normal,0.0027813856,0
neptune,neptune,0.29346538,1
satan,satan,1.2082976,1
normal,normal,0.002718799,0
normal,normal,0.030248087,0
normal,normal,0.02791407,0
normal,normal,0.027920261,0
normal,normal,0.0030846996,0
neptune,neptune,0.32838967,1
normal,normal,0.003512701,0
normal,normal,0.0007738676,0
normal,normal,0.009788637,0
neptune,neptune,0.5884494,1
portsweep,portsweep,1.4919261,1
normal,normal,0.0010980534,0
smurf,smurf,0.38705552,1
neptune,neptune,0.5292787,1
normal,normal,0.015630255,0
normal,normal,0.0060251127,0
normal,normal,0.007741637,0
normal,normal,0.005192687,0
normal,normal,0.006182222,0
normal,normal,0.00047940796,0
normal,normal,0.0016267583,0
neptune,neptune,0.58019495,1
normal,normal,0.0014768979,0
neptune,neptune,0.40977672,1
normal,normal,0.0057718493,0
normal,normal,0.0013546817,0
normal,warezclient,0.07713169,1
normal,normal,0.0006592833,0
normal,normal,0.05816136,0
satan,satan,0.2839202,1
neptune,neptune,0.5904974,1
guess_passwd,guess_passwd,1.2652711,1
neptune,neptune,0.6566163,1
normal,normal,0.0045845252,0
normal,normal,0.00049306155,0
neptune,neptune,0.5887033,1
neptune,neptune,0.42708403,1
neptune,neptune,0.56425333,1
smurf,smurf,0.080906846,1
normal,warezclient,0.13155854,1
neptune,neptune,0.5916918,1
normal,normal,0.00065935263,0
neptune,neptune,0.6977049,1
normal,normal,0.0012697171,0
neptune,neptune,0.5637037,1
neptune,neptune,0.6715992,1
normal,normal,0.010956707,0
normal,satan,0.06623878,1
neptune,neptune,0.43011716,1
portsweep,portsweep,0.3937522,1
normal,normal,0.0012041538,0
normal,normal,0.00074014236,0
normal,normal,0.02356226,0
normal,normal,0.002214185,0
normal,normal,0.0041537173,0
neptune,neptune,0.53892565,1
normal,normal,0.0005368848,0
normal,normal,0.00046171906,0
normal,normal,0.0044957595,0
neptune,neptune,0.5240179,1
neptune,neptune,0.7414377,1
normal,normal,0.033592254,0
neptune,neptune,0.66872936,1
normal,normal,0.0064646355,0
normal,normal,0.04186951,0
normal,normal,0.0006595173,0
normal,normal,0.018002992,0
satan,satan,0.081932284,1
back,normal,0.054293156,0
neptune,neptune,0.6265415,1
normal,normal,0.0076379837,0
normal,normal,0.0058313343,0
neptune,neptune,0.513017,1
normal,normal,0.0015004685,0
ipsweep,ipsweep,0.27605584,1
neptune,neptune,0.6998124,1
neptune,neptune,0.5848833,1
normal,normal,0.0010104259,0
normal,normal,0.011033476,0
neptune,neptune,0.5942341,1
nmap,nmap,0.14707066,1
neptune,neptune,0.4148632,1
neptune,neptune,0.67022544,1
satan,satan,1.3627812,1
normal,phf,0.0946299,1
neptune,neptune,0.5839547,1
normal,normal,0.0025818534,0
neptune,neptune,0.5803609,1
ipsweep,ipsweep,0.26369923,1
neptune,neptune,0.7280703,1
normal,normal,0.005050686,0
ipsweep,ipsweep,1.0333037,1
neptune,neptune,0.45030046,1
normal,normal,0.039652307,0
normal,normal,0.010305575,0
normal,normal,0.00062816235,0
neptune,neptune,0.58779806,1
normal,normal,0.0005669407,0
neptune,neptune,0.31145704,1
neptune,neptune,0.59887475,1
neptune,neptune,0.56925833,1
portsweep,portsweep,1.1696228,1
neptune,neptune,0.5256861,1
normal,normal,0.0021213584,0
smurf,smurf,0.17978352,1
neptune,neptune,0.37594187,1
neptune,neptune,0.5918819,1
normal,normal,0.00242731,0
normal,normal,0.0035361464,0
neptune,neptune,0.42548707,1
normal,normal,0.0024141485,0
normal,normal,0.00885383,0
normal,normal,0.0005204496,0
normal,normal,0.013848907,0
ipsweep,ipsweep,0.30271813,1
normal,normal,0.018360058,0
normal,normal,0.006262067,0
normal,nmap,0.123673975,1
normal,normal,0.0006258033,0
normal,normal,0.013721764,0
normal,normal,0.0012880899,0
normal,normal,0.011323487,0
portsweep,portsweep,1.1567957,1
neptune,neptune,0.57137585,1
normal,warezclient,0.069985375,1
nmap,normal,0.008006934,0
normal,normal,0.004355652,0
neptune,neptune,0.73474604,1
normal,normal,0.004667641,0
teardrop,teardrop,3.6924198,1
portsweep,portsweep,0.3988143,1
neptune,neptune,0.66998386,1
neptune,neptune,0.6759457,1
neptune,neptune,0.5777583,1
normal,normal,0.004259637,0
normal,normal,0.0075275553,0
neptune,neptune,0.62277097,1
satan,satan,0.51395833,1
normal,normal,0.0008287884,0
neptune,neptune,0.59405535,1
normal,normal,0.0029417519,0
normal,warezclient,0.06973615,1
normal,normal,0.0009532038,0
neptune,neptune,0.6843657,1
normal,normal,0.00044207188,0
normal,normal,0.0018357004,0
normal,normal,0.012861327,0
back,back,0.12067579,1
neptune,neptune,0.7432434,1
neptune,neptune,0.676846,1
normal,normal,0.047607224,0
neptune,neptune,0.7338222,1
normal,normal,0.000947167,0
neptune,neptune,0.5476575,1
normal,normal,0.00036001732,0
normal,normal,0.0033439242,0
normal,normal,0.010035093,0
portsweep,portsweep,1.4596106,1
neptune,neptune,0.68441904,1
normal,normal,0.027238121,0
neptune,neptune,0.52021486,1
warezclient,warezclient,0.19943734,1
normal,normal,0.011277534,0
normal,normal,0.0026945455,0
neptune,neptune,0.70318365,1
normal,normal,0.033781465,0
normal,normal,0.0015779688,0
normal,normal,0.03960482,0
normal,normal,0.0007684029,0
neptune,neptune,0.6036327,1
normal,normal,0.0052728574,0
normal,normal,0.0057359696,0
normal,normal,0.0031450666,0
normal,normal,0.0030162402,0
neptune,neptune,0.35435843,1
normal,normal,0.006321908,0
neptune,neptune,0.5817066,1
normal,normal,0.0066947523,0
normal,normal,0.03358272,0
warezclient,normal,0.007784344,0
neptune,neptune,0.642824,1
neptune,neptune,0.414078,1
neptune,neptune,0.5810474,1
normal,normal,0.019410385,0
normal,normal,0.034272205,0
neptune,neptune,0.6762881,1
normal,normal,0.0019300919,0
normal,normal,0.0064674066,0
normal,normal,0.0009346625,0
neptune,neptune,0.53704035,1
neptune,neptune,0.74332666,1
normal,normal,0.006501402,0
neptune,neptune,0.43384418,1
normal,normal,0.007555681,0
normal,normal,0.0067311637,0
neptune,neptune,0.68422246,1
normal,normal,0.002165019,0
ipsweep,normal,0.026925072,0
neptune,neptune,0.59366435,1
normal,normal,0.008273689,0
neptune,neptune,0.6643001,1
satan,satan,1.4038819,1
neptune,neptune,0.38619766,1
neptune,neptune,0.6730888,1
normal,normal,0.006546225,0
normal,normal,0.007692075,0
normal,normal,0.0064220564,0
portsweep,portsweep,0.24437071,1
normal,normal,0.014705556,0
nmap,nmap,0.13335219,1
neptune,neptune,0.71288604,1
normal,normal,0.0029018049,0
normal,normal,0.012138796,0
neptune,neptune,0.55474657,1
normal,normal,0.011760019,0
normal,normal,0.016101772,0
neptune,neptune,0.685761,1
normal,normal,0.0045203804,0
neptune,neptune,0.5384252,1
normal,normal,0.00036566405,0
normal,normal,0.0018897023,0
normal,normal,0.019011412,0
neptune,neptune,0.33996502,1
ipsweep,normal,0.044768006,0
neptune,neptune,0.7333366,1
normal,normal,0.0009924552,0
normal,normal,0.008097487,0
normal,warezclient,0.17194977,1
neptune,neptune,0.5592765,1
normal,normal,0.029851332,0
nmap,normal,0.0074460474,0
neptune,neptune,0.3310344,1
neptune,neptune,0.6284792,1
neptune,neptune,0.6710901,1
neptune,neptune,0.71590376,1
neptune,neptune,0.32866675,1
normal,normal,0.010071117,0
ipsweep,ipsweep,0.2929675,1
neptune,neptune,0.58601314,1
normal,normal,0.0059487238,0
normal,normal,0.0009239471,0
nmap,nmap,0.13349517,1
neptune,neptune,0.67901915,1
normal,normal,0.0035414903,0
neptune,neptune,0.59605366,1
normal,normal,0.005034486,0
normal,normal,0.0059461407,0
ipsweep,ipsweep,0.50047517,1
normal,normal,0.0016023597,0
neptune,neptune,0.6873379,1
normal,normal,0.00046166347,0
normal,normal,0.042229924,0
neptune,neptune,0.580052,1
normal,normal,0.0055649043,0
normal,normal,0.0008964305,0
normal,normal,0.00074014853,0
normal,normal,0.0063580526,0
normal,normal,0.0069602863,0
normal,normal,0.0045697573,0
normal,normal,0.010725972,0
normal,normal,0.0007417985,0
normal,normal,0.021132544,0
neptune,neptune,0.5968477,1
satan,normal,0.057969976,0
neptune,neptune,0.6746119,1
normal,normal,0.040149506,0
neptune,neptune,0.44818744,1
neptune,neptune,0.5857648,1
normal,normal,0.0009779023,0
smurf,normal,0.025530944,0
normal,normal,0.007517448,0
normal,normal,0.0024113788,0
neptune,neptune,0.34601554,1
neptune,neptune,0.6427943,1
normal,normal,0.017696774,0
neptune,neptune,0.6931402,1
neptune,neptune,0.45582616,1
normal,normal,0.011537235,0
neptune,neptune,0.5367551,1
normal,satan,0.06638586,1
normal,normal,0.0054599736,0
neptune,neptune,0.5532459,1
normal,normal,0.0035826077,0
normal,normal,0.001202941,0
neptune,neptune,0.5828405,1
neptune,neptune,0.43722895,1
normal,ipsweep,0.39392343,1
portsweep,portsweep,0.15151729,1
normal,normal,0.0067333244,0
normal,normal,0.00036693842,0
neptune,neptune,0.58324546,1
neptune,neptune,0.69570297,1
portsweep,portsweep,0.1544172,1
normal,normal,0.042853486,0
smurf,smurf,0.18570834,1
warezclient,normal,0.049068145,0
normal,normal,0.009635489,0
normal,normal,0.008387379,0
normal,normal,0.022778973,0
satan,satan,0.32616827,1
neptune,neptune,0.543299,1
normal,normal,0.00062881265,0
normal,normal,0.0014353435,0
normal,warezclient,0.18489146,1
normal,normal,0.053183254,0
neptune,neptune,0.6072557,1
teardrop,teardrop,3.6924152,1
normal,warezclient,0.17093408,1
neptune,neptune,0.6675922,1
normal,normal,0.0041283583,0
neptune,neptune,0.5673535,1
normal,normal,0.01042718,0
normal,normal,0.0025885168,0
neptune,neptune,0.42067134,1
normal,normal,0.0041259206,0
neptune,neptune,0.5948618,1
normal,normal,0.0253137,0
normal,normal,0.0014313707,0
neptune,neptune,0.58776885,1
normal,normal,0.00067797577,0
normal,normal,0.03596988,0
normal,normal,0.002518012,0
normal,normal,0.0037066743,0
normal,normal,0.0012029626,0
normal,normal,0.0014958215,0
normal,normal,0.0013455738,0
neptune,neptune,0.6753727,1
ipsweep,ipsweep,0.4938055,1
neptune,neptune,0.5586974,1
portsweep,portsweep,1.1167701,1
normal,normal,0.00083642255,0
neptune,neptune,0.5327878,1
back,normal,0.021732999,0
normal,normal,0.007325388,0
normal,normal,0.000536885,0
neptune,neptune,0.30532542,1
neptune,neptune,0.4487516,1
normal,normal,0.038557038,0
normal,normal,0.00037271428,0
normal,normal,0.004416463,0
normal,normal,0.0021477295,0
neptune,neptune,0.5657462,1
normal,normal,0.031092757,0
warezclient,normal,0.036066122,0
normal,normal,0.0020350136,0
ipsweep,ipsweep,0.26591218,1
normal,normal,0.03596047,0
normal,normal,0.0008877292,0
normal,normal,0.012490084,0
neptune,neptune,0.6245555,1
normal,phf,0.08487206,1
neptune,neptune,0.58996236,1
normal,normal,0.005936743,0
neptune,neptune,0.73256767,1
normal,imap,0.09520906,1
neptune,neptune,0.5031639,1
normal,normal,0.0012029404,0
normal,normal,0.0062763914,0
multihop,multihop,0.07117294,1
normal,normal,0.025300136,0
satan,satan,0.41680434,1
ipsweep,ipsweep,0.2719524,1
neptune,neptune,0.74372625,1
normal,normal,0.036893375,0
normal,guess_passwd,0.42810008,1
portsweep,portsweep,0.21466152,1
normal,normal,0.0013546827,0
normal,normal,0.0025024065,0
normal,normal,0.060667064,0
normal,normal,0.027271384,0
neptune,neptune,0.5875109,1
neptune,neptune,0.67967874,1
normal,normal,0.022780642,0
normal,normal,0.0020724675,0
normal,normal,0.0026312957,0
smurf,smurf,0.38468942,1
normal,normal,0.037842095,0
neptune,neptune,0.6502183,1
normal,normal,0.03416904,0
normal,normal,0.0031781455,0
ipsweep,ipsweep,0.28956142,1
normal,normal,0.0069481544,0
neptune,neptune,0.4373556,1
normal,normal,0.0072999974,0
normal,normal,0.015387469,0
normal,normal,0.004717391,0
smurf,normal,0.029855581,0
normal,normal,0.01827758,0
portsweep,portsweep,0.35582292,1
normal,normal,0.0005173625,0
neptune,neptune,0.6383422,1
portsweep,portsweep,0.65128285,1
normal,satan,0.17481588,1
normal,neptune,0.0652256,1
normal,normal,0.023642445,0
smurf,smurf,0.17758961,1
normal,normal,0.00075944036,0
normal,normal,0.021228014,0
normal,normal,0.0009903203,0
normal,normal,0.005649417,0
normal,nmap,0.104809426,1
normal,normal,0.016898643,0
normal,normal,0.0147398785,0
normal,satan,0.071074076,1
neptune,neptune,0.53214484,1
normal,normal,0.012397252,0
neptune,neptune,0.5524016,1
satan,satan,1.5903013,1
smurf,normal,0.048319206,0
neptune,neptune,0.656769,1
neptune,neptune,0.53926116,1
portsweep,portsweep,0.4447796,1
neptune,neptune,0.6417041,1
neptune,neptune,0.65215415,1
normal,normal,0.051936507,0
neptune,neptune,0.6522639,1
neptune,neptune,0.5836944,1
normal,normal,0.008251325,0
neptune,neptune,0.4676692,1
normal,normal,0.004659858,0
warezclient,normal,0.050987996,0
normal,normal,0.006137929,0
neptune,neptune,0.5783975,1
normal,normal,0.010017462,0
normal,normal,0.00776197,0
normal,normal,0.0015332977,0
neptune,neptune,0.71814775,1
neptune,neptune,0.31519216,1
neptune,neptune,0.7140622,1
normal,normal,0.0016706964,0
normal,normal,0.043305334,0
normal,normal,0.0077520963,0
normal,normal,0.0013489778,0
normal,normal,0.022462273,0
normal,normal,0.00095292524,0
satan,satan,0.3056983,1
normal,normal,0.0046812575,0
normal,normal,0.0035136102,0
portsweep,portsweep,1.6611402,1
normal,normal,0.00046166513,0
neptune,neptune,0.58135813,1
normal,normal,0.034985464,0
normal,normal,0.008187803,0
normal,normal,0.00074014644,0
normal,normal,0.0023888606,0
normal,normal,0.008834039,0
normal,normal,0.004348972,0
normal,normal,0.0015624616,0
normal,normal,0.006014117,0
normal,normal,0.0016096598,0
satan,satan,1.5332142,1
neptune,neptune,0.64157754,1
neptune,neptune,0.45973134,1
normal,satan,0.07843632,1
normal,normal,0.004078454,0
normal,normal,0.0013559299,0
normal,normal,0.006057053,0
normal,normal,0.020516029,0
satan,satan,1.4381653,1
normal,normal,0.006163588,0
normal,normal,0.00066094025,0
neptune,neptune,0.62612516,1
normal,normal,0.015165547,0
neptune,neptune,0.6915431,1
teardrop,teardrop,4.011682,1
normal,normal,0.0031726544,0
neptune,neptune,0.72249943,1
normal,normal,0.060968105,0
neptune,neptune,0.40781626,1
neptune,neptune,0.66445965,1
normal,normal,0.0002358713,0
neptune,neptune,0.68111193,1
normal,normal,0.02968827,0
portsweep,portsweep,0.15358953,1
nmap,nmap,0.14409915,1
normal,normal,0.0005369137,0
normal,normal,0.016336348,0
ipsweep,ipsweep,0.27604094,1
neptune,neptune,0.59685886,1
normal,normal,0.0057326783,0
neptune,neptune,0.5780398,1
neptune,neptune,0.34504965,1
back,back,0.07058666,1
normal,normal,0.015767489,0
neptune,neptune,0.6327838,1
normal,normal,0.0004932105,0
neptune,neptune,0.6373416,1
normal,normal,0.0014323626,0
normal,normal,0.002497262,0
