actual_label,predicted_label,error,is_anomaly
smurf,smurf,0.17157345,1
satan,satan,1.0721254,1
normal,normal,0.057122994,0
neptune,neptun,0.5618396,1
normal,normal,0.025086975,0
neptune,neptun,0.63813806,1
normal,normal,0.001066475,0
neptune,neptun,0.56723213,1
nmap,nmap,0.15758683,1
neptune,neptun,0.6053783,1
neptune,neptun,0.68162906,1
normal,normal,0.0013485968,0
normal,normal,0.007144027,0
neptune,neptun,0.39114422,1
smurf,normal,0.042154748,0
normal,smurf,0.1441255,1
normal,normal,0.0148321735,0
normal,normal,0.0028188357,0
normal,normal,0.04979101,0
normal,normal,0.002306765,0
neptune,neptun,0.6718419,1
normal,normal,0.005721898,0
normal,normal,0.001785207,0
neptune,neptun,0.4737958,1
neptune,neptun,0.5322818,1
neptune,neptun,0.6181603,1
normal,normal,0.0019464144,0
neptune,neptun,0.71122366,1
smurf,smurf,0.10338357,1
normal,normal,0.022767419,0
normal,normal,0.0011388488,0
warezclient,normal,0.06813185,0
ipsweep,ipswee,0.23325631,1
normal,normal,0.005595313,0
normal,nmap,0.18843496,1
neptune,neptun,0.6671112,1
normal,normal,0.0030505178,0
normal,normal,0.058961768,0
neptune,neptun,0.40470585,1
normal,normal,0.0008775095,0
smurf,smurf,0.23261313,1
normal,normal,0.0013413747,0
neptune,neptun,0.32969278,1
neptune,neptun,0.5798542,1
normal,normal,0.00083722087,0
normal,normal,0.0021160028,0
normal,normal,0.0021891268,0
normal,normal,0.05596664,0
normal,normal,0.0015422959,0
neptune,neptun,0.59937143,1
normal,warezc,0.16224718,1
normal,normal,0.0066615404,0
normal,normal,0.03571279,0
normal,normal,0.0011984017,0
portsweep,portsw,1.8265114,1
normal,apache,0.084459305,1
normal,normal,0.008609498,0
neptune,neptun,0.7083408,1
satan,satan,1.2606639,1
normal,normal,0.007075413,0
normal,normal,0.002345724,0
normal,normal,0.008307782,0
normal,normal,0.006152836,0
normal,normal,0.0029875643,0
normal,normal,0.0045287516,0
neptune,neptun,0.42329913,1
normal,httptu,0.2538084,1
teardrop,teardr,3.7399352,1
neptune,neptun,0.38041815,1
normal,normal,0.0044496916,0
neptune,neptun,0.42129573,1
normal,normal,0.008766689,0
ipsweep,ipswee,0.25164205,1
normal,normal,0.033184756,0
normal,normal,0.011587646,0
normal,normal,0.0022074687,0
normal,normal,0.010546655,0
neptune,neptun,0.66854024,1
normal,normal,0.04237731,0
neptune,neptun,0.6453654,1
normal,normal,0.003342808,0
ipsweep,ipswee,0.4626817,1
normal,normal,0.0029197314,0
neptune,neptun,0.5906329,1
portsweep,portsw,0.3223427,1
normal,normal,0.026483104,0
back,normal,0.024675135,0
normal,normal,0.015723012,0
normal,normal,0.001629737,0
normal,normal,0.021716658,0
normal,normal,0.01498641,0
normal,normal,0.04944584,0
normal,normal,0.028377617,0
neptune,neptun,0.6777994,1
neptune,neptun,0.6334308,1
smurf,smurf,0.24229468,1
normal,normal,0.0012351553,0
neptune,neptun,0.5471674,1
normal,normal,0.011458827,0
neptune,neptun,0.58529544,1
normal,normal,0.0009819001,0
normal,normal,0.0008301287,0
normal,normal,0.0035226298,0
normal,normal,0.0021421276,0
normal,normal,0.041141972,0
normal,normal,0.0015106689,0
neptune,neptun,0.5639705,1
normal,normal,0.0010779136,0
normal,normal,0.011666809,0
neptune,neptun,0.5720206,1
normal,normal,0.049928006,0
normal,normal,0.006892518,0
normal,normal,0.006543061,0
satan,satan,1.3020232,1
normal,normal,0.011174557,0
normal,normal,0.001934973,0
ipsweep,ipswee,0.24110731,1
normal,snmpge,0.098463215,1
neptune,neptun,0.58962876,1
neptune,neptun,0.40030804,1
neptune,neptun,0.5784169,1
portsweep,portsw,0.19071108,1
normal,normal,0.0022084503,0
normal,normal,0.0065015475,0
normal,normal,0.037198387,0
satan,satan,0.43238765,1
normal,normal,0.000716136,0
normal,normal,0.024373265,0
satan,satan,0.08379538,1
normal,normal,0.009419641,0
normal,normal,0.06499575,0
normal,normal,0.01259688,0
neptune,neptun,0.5948097,1
satan,satan,1.2274534,1
normal,normal,0.008122944,0
neptune,neptun,0.69823855,1
normal,normal,0.0072846254,0
normal,warezc,0.167868,1
smurf,normal,0.053606384,0
neptune,neptun,0.56602865,1
normal,normal,0.061433904,0
smurf,normal,0.020079559,0
neptune,neptun,0.5967353,1
satan,satan,1.3512788,1
neptune,neptun,0.6469095,1
normal,normal,0.0006979284,0
normal,normal,0.006665724,0
satan,satan,0.38584256,1
normal,normal,0.0076198257,0
normal,normal,0.0026691663,0
normal,normal,0.0009632215,0
neptune,neptun,0.6849642,1
neptune,neptun,0.55170965,1
normal,normal,0.0078106187,0
normal,normal,0.006588027,0
neptune,neptun,0.41051784,1
normal,normal,0.0063067377,0
normal,normal,0.014221278,0
normal,normal,0.0028393979,0
normal,normal,0.069556,0
neptune,neptun,0.32609633,1
normal,normal,0.0017302489,0
neptune,neptun,0.6703837,1
normal,normal,0.005293418,0
neptune,neptun,0.6682822,1
neptune,neptun,0.5797971,1
normal,normal,0.002855861,0
normal,normal,0.0135376565,0
normal,normal,0.039867774,0
neptune,neptun,0.66503364,1
neptune,neptun,0.72823304,1
neptune,neptun,0.72826064,1
normal,normal,0.0029823815,0
normal,normal,0.032874938,0
smurf,smurf,0.29306525,1
neptune,neptun,0.31299406,1
normal,normal,0.048360277,0
neptune,neptun,0.61087984,1
normal,normal,0.001825955,0
satan,normal,0.012884644,0
normal,normal,0.009962678,0
neptune,neptun,0.40372658,1
neptune,neptun,0.6813124,1
normal,normal,0.00919684,0
normal,normal,0.037705027,0
neptune,neptun,0.4329209,1
normal,normal,0.00085389125,0
normal,normal,0.0026859783,0
neptune,neptun,0.37639764,1
neptune,neptun,0.6662412,1
normal,normal,0.0008219473,0
neptune,neptun,0.71406686,1
normal,normal,0.0043362062,0
normal,normal,0.0013441714,0
neptune,neptun,0.7091658,1
satan,satan,0.950346,1
warezclient,normal,0.058886334,0
neptune,neptun,0.30611092,1
normal,normal,0.0021468129,0
neptune,neptun,0.6468812,1
normal,normal,0.0017263805,0
normal,normal,0.011305538,0
normal,normal,0.00812889,0
normal,normal,0.067291275,0
normal,normal,0.0016770291,0
normal,normal,0.005286759,0
neptune,neptun,0.5275448,1
smurf,normal,0.024971373,0
normal,normal,0.01667206,0
neptune,neptun,0.5521519,1
normal,normal,0.010100123,0
ipsweep,ipswee,0.92827946,1
nmap,normal,0.018639365,0
neptune,neptun,0.3264477,1
neptune,neptun,0.58539027,1
satan,satan,1.5339769,1
neptune,neptun,0.4285064,1
nmap,normal,0.017378034,0
neptune,neptun,0.6557501,1
warezclient,warezc,0.1408637,1
normal,normal,0.022201315,0
normal,normal,0.008313084,0
back,normal,0.053363726,0
normal,normal,0.060655657,0
normal,normal,0.010166067,0
normal,normal,0.01855196,0
normal,normal,0.008393309,0
normal,normal,0.008677072,0
neptune,neptun,0.38883504,1
normal,normal,0.019996572,0
neptune,neptun,0.67698604,1
neptune,neptun,0.3889814,1
normal,normal,0.0026222025,0
normal,normal,0.0020436733,0
neptune,neptun,0.39639616,1
normal,normal,0.011316248,0
neptune,neptun,0.6508967,1
normal,normal,0.018615345,0
neptune,neptun,0.5197008,1
neptune,neptun,0.70916766,1
neptune,neptun,0.67524755,1
smurf,smurf,0.15230949,1
normal,normal,0.08358595,0
normal,warezc,0.1966699,1
neptune,neptun,0.5958063,1
neptune,neptun,0.706767,1
normal,normal,0.012277183,0
neptune,neptun,0.2765164,1
nmap,nmap,0.13289021,1
neptune,neptun,0.66660935,1
neptune,neptun,0.67735636,1
neptune,neptun,0.5221103,1
normal,normal,0.058620866,0
normal,normal,0.0062687993,0
normal,normal,0.0062713283,0
neptune,neptun,0.5198655,1
neptune,neptun,0.7228557,1
neptune,neptun,0.64223146,1
neptune,neptun,0.6958107,1
neptune,neptun,0.4003027,1
normal,normal,0.018266475,0
neptune,neptun,0.68312865,1
smurf,smurf,0.33749476,1
normal,normal,0.0014664972,0
neptune,neptun,0.6913449,1
neptune,neptun,0.5878902,1
normal,normal,0.00083763094,0
normal,normal,0.017589215,0
nmap,nmap,0.15936743,1
neptune,neptun,0.630003,1
neptune,neptun,0.58892435,1
normal,normal,0.006055823,0
normal,normal,0.0014682318,0
normal,normal,0.0035031892,0
nmap,normal,0.020972105,0
ipsweep,ipswee,0.9464529,1
normal,normal,0.00047467605,0
normal,normal,0.008714729,0
normal,normal,0.0030716935,0
neptune,neptun,0.64317644,1
normal,normal,0.003890449,0
smurf,normal,0.038803212,0
neptune,neptun,0.66802,1
nmap,nmap,0.13354866,1
neptune,neptun,0.6114219,1
portsweep,portsw,0.14639084,1
neptune,neptun,0.6605692,1
neptune,neptun,0.721138,1
normal,normal,0.009034435,0
normal,normal,0.0030815385,0
satan,satan,1.3173795,1
neptune,neptun,0.604693,1
normal,normal,0.008228725,0
normal,normal,0.066849984,0
neptune,neptun,0.6501155,1
normal,normal,0.028918115,0
normal,normal,0.0016758414,0
normal,normal,0.030387336,0
normal,normal,0.013139211,0
normal,normal,0.0057685585,0
normal,normal,0.0008302728,0
normal,normal,0.026948297,0
neptune,neptun,0.59720314,1
normal,normal,0.0013563914,0
normal,normal,0.017533291,0
normal,normal,0.032017846,0
normal,satan,0.17644271,1
neptune,neptun,0.697294,1
satan,satan,0.76249427,1
ipsweep,ipswee,0.25274414,1
normal,normal,0.002206034,0
normal,normal,0.008007795,0
normal,normal,0.0027798773,0
normal,mailbo,0.20882936,1
normal,normal,0.028173272,0
satan,satan,1.2939582,1
normal,warezc,0.13395347,1
neptune,neptun,0.73841727,1
neptune,neptun,0.67668396,1
neptune,neptun,0.6656413,1
normal,normal,0.07759242,0
neptune,neptun,0.60070676,1
normal,normal,0.02816934,0
normal,normal,0.0031235528,0
normal,normal,0.0020625722,0
neptune,neptun,0.55579406,1
normal,normal,0.011000448,0
normal,normal,0.0012630713,0
normal,normal,0.007581216,0
neptune,neptun,0.6731569,1
neptune,neptun,0.73480016,1
neptune,neptun,0.2801664,1
neptune,neptun,0.68683356,1
normal,normal,0.0077270726,0
portsweep,portsw,0.5356005,1
neptune,neptun,0.593198,1
neptune,neptun,0.42211893,1
neptune,neptun,0.6735423,1
neptune,neptun,0.7123184,1
normal,normal,0.037579212,0
normal,normal,0.05338315,0
ipsweep,ipswee,0.2281299,1
normal,normal,0.001951369,0
normal,normal,0.013885154,0
neptune,neptun,0.6225689,1
neptune,neptun,0.51882154,1
neptune,neptun,0.31060466,1
normal,phf,0.105514675,1
normal,normal,0.0084197875,0
neptune,neptun,0.42267123,1
neptune,neptun,0.70939815,1
nmap,nmap,0.12951633,1
normal,normal,0.008760593,0
normal,normal,0.03048586,0
satan,satan,1.021648,1
normal,normal,0.0034626406,0
smurf,smurf,0.22757542,1
guess_passwd,guess_,1.2786562,1
normal,normal,0.005657052,0
normal,normal,0.0022776246,0
neptune,neptun,0.6971059,1
normal,normal,0.01266216,0
neptune,neptun,0.7145853,1
neptune,neptun,0.67599577,1
normal,normal,0.004386842,0
neptune,neptun,0.72157264,1
normal,normal,0.0129713155,0
normal,normal,0.0007655401,0
portsweep,portsw,0.1602306,1
neptune,neptun,0.59020513,1
normal,normal,0.03201917,0
normal,normal,0.0012443977,0
neptune,neptun,0.68535084,1
satan,satan,0.29319742,1
portsweep,portsw,1.7773863,1
normal,normal,0.063437626,0
portsweep,portsw,0.5574896,1
neptune,neptun,0.6846326,1
normal,normal,0.020056248,0
normal,normal,0.06993272,0
normal,normal,0.0009613698,0
neptune,neptun,0.20739636,1
normal,normal,0.0020893384,0
normal,normal,0.0011388581,0
neptune,neptun,0.5295597,1
normal,normal,0.009228674,0
normal,normal,0.007898984,0
normal,normal,0.008058977,0
neptune,neptun,0.59735507,1
neptune,neptun,0.27932662,1
normal,normal,0.0013753213,0
normal,normal,0.0063249557,0
normal,normal,0.0006747634,0
satan,satan,0.2888727,1
neptune,neptun,0.61404955,1
normal,normal,0.0053858464,0
normal,normal,0.002958611,0
normal,normal,0.008349577,0
normal,normal,0.0027689468,0
ipsweep,ipswee,0.9294585,1
normal,normal,0.007357134,0
neptune,neptun,0.7149841,1
normal,normal,0.047389835,0
normal,normal,0.0030708464,0
normal,normal,0.0037149983,0
normal,normal,0.00086149573,0
normal,normal,0.011442178,0
normal,normal,0.013820328,0
neptune,neptun,0.5043237,1
normal,normal,0.0011890274,0
normal,warezm,0.25810346,1
neptune,neptun,0.6571465,1
satan,satan,0.44675,1
normal,normal,0.001129909,0
normal,normal,0.014527316,0
normal,normal,0.007910227,0
normal,normal,0.014415214,0
normal,normal,0.0031185618,0
normal,normal,0.00083027466,0
neptune,neptun,0.5992892,1
normal,normal,0.0058928616,0
portsweep,portsw,1.989447,1
neptune,neptun,0.42668292,1
normal,normal,0.0004830743,0
normal,normal,0.0067941085,0
neptune,neptun,0.7051505,1
normal,normal,0.0007650038,0
normal,normal,0.009792326,0
normal,normal,0.0018800101,0
portsweep,portsw,0.1628776,1
normal,normal,0.00149782,0
neptune,neptun,0.31205964,1
normal,normal,0.00094395503,0
normal,normal,0.0008009696,0
normal,normal,0.0016267841,0
normal,normal,0.040092215,0
normal,normal,0.0039476044,0
ipsweep,ipswee,0.23620048,1
normal,normal,0.025196342,0
neptune,neptun,0.6907989,1
portsweep,portsw,1.9422579,1
normal,normal,0.0015476821,0
neptune,neptun,0.69159436,1
neptune,neptun,0.38123477,1
normal,smurf,0.14676051,1
normal,normal,0.0011098798,0
normal,ftp_wr,0.09321855,1
normal,normal,0.0014666086,0
neptune,neptun,0.62862533,1
normal,normal,0.01879849,0
neptune,neptun,0.6649529,1
normal,normal,0.011311885,0
normal,normal,0.08018873,0
normal,normal,0.047921985,0
normal,normal,0.002665759,0
smurf,smurf,0.34377557,1
ipsweep,ipswee,0.25290516,1
normal,normal,0.002738578,0
normal,normal,0.008475157,0
neptune,neptun,0.4415125,1
neptune,neptun,0.7394013,1
normal,normal,0.0015097127,0
normal,normal,0.0016828208,0
normal,normal,0.05849685,0
smurf,smurf,0.24569857,1
normal,normal,0.0009156252,0
normal,normal,0.0034799771,0
normal,normal,0.0023831683,0
neptune,neptun,0.3076847,1
normal,normal,0.024181798,0
normal,normal,0.0084332125,0
normal,normal,0.07084737,0
neptune,neptun,0.6689707,1
neptune,neptun,0.6804718,1
normal,normal,0.03755088,0
normal,normal,0.0022645704,0
normal,normal,0.00057155173,0
ipsweep,ipswee,0.24107045,1
neptune,neptun,0.6481555,1
neptune,neptun,0.6614971,1
normal,normal,0.0064820214,0
neptune,neptun,0.64641595,1
neptune,neptun,0.42532435,1
normal,normal,0.0073108408,0
neptune,neptun,0.59933853,1
pod,pod,0.44212922,1
normal,normal,0.004947706,0
neptune,neptun,0.72291356,1
normal,normal,0.004602005,0
neptune,neptun,0.30543625,1
neptune,neptun,0.7145846,1
portsweep,portsw,0.26548007,1
neptune,neptun,0.6559752,1
neptune,neptun,0.63780135,1
neptune,neptun,0.66368854,1
normal,apache,0.12358847,1
normal,normal,0.01101588,0
normal,normal,0.0004425768,0
normal,saint,0.101244755,1
normal,normal,0.0703157,0
satan,satan,0.9474763,1
normal,normal,0.0023619593,0
neptune,neptun,0.6139595,1
normal,normal,0.02744112,0
normal,normal,0.00085215556,0
normal,normal,0.009787095,0
neptune,neptun,0.70365506,1
neptune,neptun,0.39444032,1
portsweep,portsw,0.6793264,1
neptune,neptun,0.5822533,1
smurf,normal,0.059009865,0
normal,snmpge,0.10730249,1
normal,normal,0.012828069,0
neptune,neptun,0.61670893,1
normal,normal,0.003525487,0
neptune,neptun,0.5830613,1
normal,normal,0.004967262,0
satan,satan,1.1459154,1
normal,normal,0.005325996,0
neptune,neptun,0.68729115,1
normal,normal,0.0015490123,0
neptune,neptun,0.7149673,1
normal,normal,0.0025272628,0
normal,normal,0.0028975278,0
normal,normal,0.07817091,0
normal,normal,0.0007128273,0
normal,normal,0.0028661867,0
normal,normal,0.06815995,0
neptune,neptun,0.710814,1
normal,normal,0.0009412443,0
neptune,neptun,0.5809661,1
normal,normal,0.042913567,0
ipsweep,ipswee,0.36644593,1
neptune,neptun,0.6501851,1
neptune,neptun,0.6823829,1
normal,normal,0.0043211095,0
normal,normal,0.010586585,0
warezclient,normal,0.063671075,0
nmap,nmap,0.65224963,1
neptune,neptun,0.69687843,1
normal,normal,0.0012740912,0
normal,normal,0.031725626,0
normal,normal,0.011155134,0
neptune,neptun,0.6520356,1
normal,normal,0.026698492,0
normal,warezc,0.09019583,1
normal,normal,0.00081429555,0
satan,satan,0.39762354,1
ipsweep,ipswee,0.2336421,1
neptune,neptun,0.365821,1
normal,normal,0.0025694552,0
normal,normal,0.008716568,0
satan,satan,1.295839,1
smurf,smurf,0.14853735,1
normal,normal,0.028173232,0
neptune,neptun,0.59656405,1
neptune,neptun,0.5905156,1
normal,normal,0.0014347464,0
normal,normal,0.07383557,0
normal,normal,0.001059988,0
normal,normal,0.000951227,0
normal,normal,0.0017974926,0
neptune,neptun,0.6702548,1
ipsweep,ipswee,0.23522061,1
normal,normal,0.001246858,0
smurf,normal,0.045720994,0
smurf,smurf,0.11846557,1
normal,normal,0.00047146366,0
normal,normal,0.04396984,0
neptune,neptun,0.69159526,1
neptune,neptun,0.71068656,1
neptune,neptun,0.5241154,1
neptune,neptun,0.55012184,1
normal,normal,0.004875018,0
normal,normal,0.009634608,0
normal,normal,0.0125397695,0
portsweep,portsw,1.5001906,1
normal,normal,0.014702646,0
normal,normal,0.082626544,0
neptune,neptun,0.69770724,1
normal,normal,0.0025457738,0
neptune,neptun,0.39710557,1
neptune,neptun,0.59266514,1
smurf,normal,0.05639675,0
normal,normal,0.037483282,0
neptune,neptun,0.7063619,1
satan,satan,1.0085872,1
neptune,neptun,0.5599411,1
normal,normal,0.0040333886,0
nmap,normal,0.020372532,0
neptune,neptun,0.57079375,1
satan,satan,0.2772235,1
normal,normal,0.0025103237,0
normal,normal,0.002018908,0
neptune,neptun,0.72638154,1
normal,normal,0.025568094,0
satan,normal,0.07361126,0
normal,normal,0.00045322528,0
normal,normal,0.0048744967,0
normal,normal,0.00794528,0
portsweep,portsw,0.33536187,1
neptune,neptun,0.65338093,1
normal,normal,0.0033813966,0
portsweep,portsw,0.29086494,1
nmap,nmap,0.1500015,1
ipsweep,ipswee,0.2576648,1
normal,satan,0.10715626,1
neptune,neptun,0.6985918,1
satan,satan,1.2674822,1
neptune,neptun,0.6916097,1
portsweep,portsw,0.963209,1
pod,pod,0.60252714,1
neptune,neptun,0.6115511,1
normal,normal,0.016944168,0
neptune,neptun,0.7252029,1
normal,ps,0.122223124,1
neptune,neptun,0.57365245,1
normal,normal,0.0012255573,0
portsweep,portsw,0.555677,1
neptune,neptun,0.30762276,1
normal,apache,0.10110078,1
neptune,neptun,0.6803377,1
normal,normal,0.008441818,0
back,normal,0.065180615,0
normal,normal,0.0025579932,0
normal,smurf,0.16258653,1
smurf,smurf,0.3145202,1
normal,normal,0.0010701291,0
back,back,0.08800078,1
normal,normal,0.0073694666,0
normal,normal,0.0016343578,0
normal,normal,0.0036171682,0
normal,normal,0.0015493328,0
neptune,neptun,0.6745856,1
neptune,neptun,0.67936105,1
normal,normal,0.010540373,0
normal,normal,0.00502217,0
neptune,neptun,0.69818556,1
normal,normal,0.004220487,0
neptune,neptun,0.6070431,1
neptune,neptun,0.67071265,1
normal,mscan,0.1795723,1
normal,normal,0.00060270843,0
normal,normal,0.005616461,0
neptune,neptun,0.49403623,1
neptune,neptun,0.34344268,1
normal,normal,0.00085259933,0
normal,normal,0.004111055,0
normal,normal,0.029623643,0
normal,normal,0.01999333,0
neptune,neptun,0.5478196,1
normal,normal,0.0015020603,0
neptune,neptun,0.39087588,1
normal,normal,0.0045069666,0
normal,normal,0.0016337073,0
back,normal,0.0616385,0
normal,normal,0.0059879054,0
normal,normal,0.0029473128,0
normal,normal,0.002406877,0
neptune,neptun,0.55531234,1
normal,normal,0.05811161,0
normal,normal,0.0012737424,0
neptune,neptun,0.641854,1
neptune,neptun,0.32931432,1
normal,normal,0.016398266,0
normal,normal,0.046061873,0
neptune,neptun,0.6171551,1
smurf,smurf,0.2846185,1
normal,normal,0.0045206086,0
neptune,neptun,0.6749686,1
portsweep,portsw,0.25231442,1
neptune,neptun,0.58818537,1
neptune,neptun,0.53560275,1
smurf,smurf,0.30138785,1
normal,normal,0.0045095934,0
nmap,nmap,0.56424266,1
normal,normal,0.042676073,0
neptune,neptun,0.65890956,1
normal,normal,0.0026671956,0
neptune,neptun,0.710375,1
normal,normal,0.009100738,0
neptune,neptun,0.31557494,1
normal,normal,0.0033014324,0
normal,normal,0.0055842,0
normal,normal,0.0036799456,0
neptune,neptun,0.59256446,1
normal,normal,0.031234572,0
portsweep,portsw,0.909418,1
normal,normal,0.042667836,0
normal,normal,0.0008525666,0
normal,normal,0.017994499,0
normal,normal,0.004841766,0
neptune,neptun,0.5755329,1
normal,normal,0.049338356,0
neptune,neptun,0.5506473,1
normal,normal,0.0008372425,0
normal,normal,0.005219391,0
normal,normal,0.001812832,0
neptune,neptun,0.74036765,1
normal,normal,0.0045929253,0
normal,normal,0.03948013,0
satan,satan,0.70025986,1
normal,normal,0.031822633,0
normal,normal,0.0012906315,0
normal,normal,0.0012850162,0
normal,normal,0.007315827,0
normal,normal,0.009601372,0
normal,normal,0.0034531818,0
neptune,neptun,0.72925144,1
neptune,neptun,0.69598264,1
neptune,neptun,0.58197844,1
neptune,neptun,0.5905875,1
ipsweep,normal,0.045136523,0
neptune,neptun,0.68468314,1
normal,normal,0.041866086,0
neptune,neptun,0.6678049,1
neptune,neptun,0.68774056,1
neptune,neptun,0.54518676,1
neptune,neptun,0.4979771,1
neptune,neptun,0.65444106,1
neptune,neptun,0.58352274,1
neptune,neptun,0.6763584,1
neptune,neptun,0.7376286,1
neptune,neptun,0.5455846,1
normal,normal,0.0008299706,0
normal,normal,0.048289098,0
neptune,neptun,0.7291964,1
normal,normal,0.002846739,0
neptune,neptun,0.5457411,1
neptune,neptun,0.5890862,1
neptune,neptun,0.58040094,1
normal,normal,0.000811012,0
ipsweep,ipswee,0.39652058,1
neptune,neptun,0.5320778,1
normal,normal,0.015400843,0
back,normal,0.07869886,0
smurf,smurf,0.122033246,1
neptune,neptun,0.5939571,1
back,normal,0.024359941,0
neptune,neptun,0.7177723,1
normal,normal,0.041007545,0
normal,normal,0.00067476626,0
normal,normal,0.00952811,0
satan,satan,1.2924201,1
normal,apache,0.25897563,1
neptune,neptun,0.58125544,1
normal,normal,0.0023610566,0
satan,satan,1.2708635,1
normal,normal,0.045155376,0
portsweep,portsw,0.5404,1
neptune,neptun,0.44136122,1
normal,normal,0.01335638,0
neptune,neptun,0.39732754,1
normal,normal,0.014905661,0
normal,mscan,0.14194289,1
normal,normal,0.00088140514,0
normal,normal,0.014433508,0
normal,normal,0.012426192,0
neptune,neptun,0.6467299,1
normal,normal,0.0009237561,0
normal,normal,0.0015324281,0
neptune,neptun,0.43513674,1
normal,normal,0.0011479044,0
normal,normal,0.0046980795,0
normal,normal,0.0006001079,0
normal,normal,0.0014861043,0
normal,normal,0.010570295,0
normal,xsnoop,0.12643988,1
normal,normal,0.00091833295,0
neptune,neptun,0.5392217,1
neptune,neptun,0.58448404,1
normal,normal,0.0020118733,0
normal,normal,0.0014826374,0
neptune,neptun,0.5411122,1
normal,normal,0.00087948586,0
normal,normal,0.0012351422,0
satan,satan,1.2825586,1
ipsweep,ipswee,0.26435748,1
normal,normal,0.03244625,0
normal,normal,0.0035990472,0
ipsweep,ipswee,0.2728828,1
normal,normal,0.0051502576,0
neptune,neptun,0.4083348,1
neptune,neptun,0.6897046,1
normal,normal,0.030377025,0
normal,normal,0.041009672,0
neptune,neptun,0.59784144,1
normal,normal,0.011357066,0
neptune,neptun,0.6129893,1
neptune,neptun,0.64313734,1
portsweep,portsw,0.27585977,1
normal,normal,0.018657347,0
normal,normal,0.0038834426,0
neptune,neptun,0.6842218,1
normal,normal,0.018615477,0
smurf,normal,0.081643865,0
neptune,neptun,0.73411703,1
normal,normal,0.011032294,0
normal,normal,0.011976688,0
portsweep,portsw,0.29653946,1
normal,normal,0.0050709127,0
normal,normal,0.0007841924,0
neptune,neptun,0.6070377,1
neptune,neptun,0.57708114,1
neptune,neptun,0.67195773,1
buffer_overflow,normal,0.067965955,0
portsweep,portsw,0.33659863,1
normal,back,0.08423861,1
normal,normal,0.009522979,0
normal,normal,0.0021211936,0
neptune,neptun,0.579284,1
normal,normal,0.00912913,0
smurf,normal,0.039933883,0
normal,normal,0.025024455,0
normal,normal,0.010426766,0
warezclient,warezc,0.12072448,1
normal,mscan,0.2638934,1
normal,normal,0.0016521425,0
back,normal,0.045360107,0
normal,normal,0.00044556128,0
neptune,neptun,0.5154252,1
normal,normal,0.003089531,0
smurf,normal,0.04000405,0
normal,snmpge,0.13485771,1
normal,normal,0.006496428,0
normal,normal,0.0048329234,0
neptune,neptun,0.66393644,1
smurf,normal,0.041022908,0
normal,normal,0.006375864,0
normal,normal,0.0521609,0
neptune,neptun,0.73059446,1
satan,satan,0.09795725,1
normal,normal,0.0015938967,0
normal,normal,0.0044069323,0
normal,warezc,0.20748265,1
neptune,neptun,0.58531773,1
neptune,neptun,0.5794131,1
normal,normal,0.013032993,0
normal,normal,0.004386519,0
portsweep,portsw,0.15961686,1
normal,normal,0.0019347193,0
normal,ipswee,0.21110234,1
normal,normal,0.023455312,0
warezclient,normal,0.05820177,0
normal,saint,0.13851155,1
neptune,neptun,0.59711754,1
neptune,neptun,0.59323937,1
neptune,neptun,0.71211267,1
neptune,neptun,0.71662617,1
normal,normal,0.0007724741,0
normal,warezm,0.26827478,1
normal,normal,0.009027065,0
normal,normal,0.008755783,0
normal,normal,0.013874971,0
normal,normal,0.030003823,0
neptune,neptun,0.7028377,1
neptune,neptun,0.6389841,1
normal,normal,0.03931536,0
neptune,neptun,0.39656928,1
neptune,neptun,0.5872226,1
normal,normal,0.002027548,0
neptune,neptun,0.5963093,1
neptune,neptun,0.5283406,1
ipsweep,ipswee,0.35196796,1
neptune,neptun,0.72618955,1
neptune,neptun,0.38545382,1
smurf,smurf,0.21924609,1
neptune,neptun,0.6188367,1
normal,normal,0.0018930035,0
normal,normal,0.0039426233,0
normal,normal,0.0020115047,0
neptune,neptun,0.44711882,1
neptune,neptun,0.71650904,1
normal,normal,0.00085263513,0
normal,normal,0.03636552,0
normal,normal,0.026974631,0
normal,apache,0.10246462,1
neptune,neptun,0.7130146,1
neptune,neptun,0.69515103,1
neptune,neptun,0.67458844,1
neptune,neptun,0.6383803,1
normal,normal,0.0070127216,0
normal,normal,0.024070876,0
neptune,neptun,0.6945087,1
normal,satan,0.09057128,1
neptune,neptun,0.3085386,1
neptune,neptun,0.65307975,1
nmap,nmap,0.12845446,1
normal,normal,0.010112421,0
smurf,smurf,0.34444386,1
normal,normal,0.0023076304,0
normal,normal,0.0043557473,0
neptune,neptun,0.43979242,1
warezclient,warezc,0.13909042,1
normal,normal,0.019109765,0
normal,normal,0.002119537,0
normal,normal,0.05543165,0
neptune,neptun,0.31793743,1
satan,satan,0.9845778,1
back,back,0.2638686,1
warezclient,warezc,0.13490161,1
neptune,neptun,0.64884645,1
normal,normal,0.06475045,0
neptune,neptun,0.65350246,1
satan,satan,0.50443447,1
normal,normal,0.011717606,0
neptune,neptun,0.58025205,1
neptune,neptun,0.5875675,1
neptune,neptun,0.59082997,1
neptune,neptun,0.7304413,1
normal,normal,0.07923709,0
normal,normal,0.032766707,0
neptune,neptun,0.42286858,1
neptune,neptun,0.5934629,1
normal,normal,0.0054437243,0
neptune,neptun,0.5774922,1
teardrop,teardr,3.8726952,1
neptune,neptun,0.60687757,1
normal,normal,0.0010535697,0
neptune,neptun,0.6065574,1
normal,normal,0.015211119,0
neptune,neptun,0.5922527,1
